Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeId,EngagementScore,ExperienceBeforeJob,Gender,GenerationGroup,HomeDistanceLabel,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerfSatIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,Travel_Frequently,1312,Research & Development,S1,Life Sciences,1111,Good,Junior,Male,Gen Z,Long Distance,96,Entry Level,Research Scientist,Divorced,2613,22310,1,No,25,Medium,3,2,7,0,9
0,Travel_Rarely,1070,Research & Development,S2,Medical,1112,Good,Senior,Male,Gen X,Short Distance,45,Asisten Manager,Research Director,Married,17584,21016,3,Yes,16,High,3,5,3,1,3
0,Travel_Rarely,1463,Research & Development,S1,Medical,1113,Better,Junior,Male,Millennials,Long Distance,64,Asisten Supervisor,Healthcare Representative,Married,5582,14408,0,No,21,Medium,1,2,0,7,8
0,Travel_Frequently,472,Research & Development,Non-Degree,Technical Degree,1114,Good,Junior,Male,Gen Z,Short Distance,60,Asisten Supervisor,Manufacturing Director,Married,4298,9679,5,No,19,Medium,1,1,2,2,0
1,Travel_Rarely,669,Sales,Diploma,Medical,1115,Good,Junior,Male,Gen Y,Short Distance,64,Supervisor,Sales Executive,Single,9619,13596,1,No,16,High,0,3,8,4,7
0,Travel_Rarely,1009,Research & Development,S1,Life Sciences,1116,Good,Expert,Male,Gen Y,Short Distance,51,Asisten Manager,Research Director,Married,17861,2288,6,No,13,Medium,0,2,2,0,1
1,Travel_Rarely,230,Research & Development,S1,Life Sciences,1117,Better,Junior,Male,Gen Z,Short Distance,54,Entry Level,Laboratory Technician,Single,1420,25233,1,No,13,High,0,2,0,0,0
1,Travel_Frequently,887,Research & Development,Diploma,Medical,1118,Good,Junior,Female,Gen Z,Short Distance,88,Entry Level,Research Scientist,Married,2366,20898,1,Yes,14,Medium,1,2,7,1,7
0,Travel_Rarely,1181,Research & Development,S1,Life Sciences,1119,Better,Junior,Male,Gen Z,Short Distance,82,Entry Level,Research Scientist,Married,2044,5531,1,No,11,High,1,6,3,0,3
1,Travel_Rarely,383,Sales,Diploma,Life Sciences,1120,Good,Junior,Male,Gen Z,Short Distance,68,Entry Level,Sales Representative,Married,4400,15182,3,No,12,Low,0,2,2,2,2
0,Travel_Rarely,1221,Sales,S1,Marketing,1121,Better,Senior,Male,Gen Y,Short Distance,96,Asisten Supervisor,Sales Executive,Divorced,5486,24795,4,No,11,Low,3,3,2,2,2
0,Travel_Rarely,1253,Research & Development,Non-Degree,Medical,1122,Better,Junior,Male,Millennials,Short Distance,65,Supervisor,Research Director,Single,13464,7914,7,No,21,High,0,3,3,2,2
0,Travel_Rarely,986,Research & Development,S2,Life Sciences,1123,Better,Mid-level,Male,Gen Y,Short Distance,62,Entry Level,Laboratory Technician,Married,2818,5044,2,Yes,24,Medium,1,2,2,0,2
0,Travel_Rarely,182,Research & Development,S3,Life Sciences,1124,Better,Mid-level,Female,Millennials,Short Distance,93,Asisten Manager,Research Director,Single,16422,8847,3,No,11,Medium,0,3,2,1,0
0,Travel_Frequently,1111,Sales,Non-Degree,Life Sciences,1125,Better,Junior,Male,Millennials,Short Distance,61,Asisten Supervisor,Sales Executive,Married,9998,19293,6,No,13,Medium,0,2,4,1,2
0,Non-Travel,641,Sales,Diploma,Technical Degree,1126,Better,Junior,Female,Gen Z,Long Distance,85,Asisten Supervisor,Sales Executive,Married,4736,6069,7,Yes,12,High,1,2,2,2,2
0,Travel_Rarely,446,Research & Development,S2,Life Sciences,1127,Good,Junior,Female,Millennials,Short Distance,65,Asisten Supervisor,Manufacturing Director,Married,6447,15701,6,No,12,Medium,1,2,5,4,3
0,Travel_Rarely,665,Research & Development,S1,Life Sciences,1128,Better,Junior,Male,Gen Z,Medium Distance,60,Entry Level,Research Scientist,Single,2340,22673,1,No,19,Medium,0,1,5,1,5
0,Non-Travel,1200,Research & Development,S2,Technical Degree,1129,Good,Junior,Male,Millennials,Short Distance,62,Asisten Supervisor,Research Scientist,Married,4087,25174,4,No,14,Medium,1,3,5,1,2
1,Travel_Frequently,1287,Research & Development,S1,Life Sciences,1130,Better,Junior,Female,Gen Z,Short Distance,55,Entry Level,Laboratory Technician,Married,2886,14168,1,Yes,16,Medium,1,4,3,1,2
0,Travel_Rarely,632,Sales,S2,Marketing,1131,Good,Junior,Male,Gen X,Long Distance,71,Asisten Supervisor,Sales Executive,Single,5441,8423,0,Yes,22,High,0,2,7,1,0
0,Travel_Rarely,1457,Research & Development,S1,Medical,1132,Good,Junior,Female,Gen Y,Short Distance,83,Entry Level,Research Scientist,Married,4477,20100,4,Yes,19,Medium,1,2,2,0,2
0,Travel_Rarely,185,Research & Development,S2,Medical,1133,Good,Junior,Male,Millennials,Long Distance,91,Entry Level,Laboratory Technician,Married,2705,9696,0,No,16,Medium,1,2,4,0,3
0,Travel_Rarely,1383,Research & Development,S1,Life Sciences,1134,Better,Junior,Male,Millennials,Short Distance,90,Supervisor,Healthcare Representative,Married,8321,25949,7,Yes,13,High,1,1,8,5,7
1,Travel_Rarely,621,Research & Development,S1,Medical,1135,Better,Junior,Female,Gen Y,Medium Distance,73,Supervisor,Healthcare Representative,Married,7978,14075,1,No,11,High,1,2,7,0,5
0,Travel_Frequently,791,Research & Development,Diploma,Medical,1136,Better,Junior,Female,Millennials,Short Distance,38,Asisten Supervisor,Healthcare Representative,Married,4244,9931,1,No,24,High,1,2,7,3,7
0,Travel_Rarely,1397,Research & Development,S3,Life Sciences,1137,Good,Junior,Male,Millennials,Short Distance,42,Entry Level,Research Scientist,Married,2691,7660,1,No,12,High,1,4,9,8,8
0,Travel_Rarely,1255,Research & Development,Diploma,Life Sciences,1138,Better,Junior,Female,Gen X,Short Distance,90,Entry Level,Research Scientist,Married,2066,10494,2,No,22,Medium,1,3,2,1,0
0,Travel_Rarely,1329,Research & Development,S1,Life Sciences,1139,Good,Mid-level,Male,Millennials,Short Distance,73,Entry Level,Laboratory Technician,Single,2166,3339,3,Yes,14,Low,0,3,2,0,3
0,Travel_Rarely,924,Research & Development,S1,Medical,1140,Better,Mid-level,Male,Millennials,Short Distance,78,Entry Level,Laboratory Technician,Single,2496,6670,4,No,11,High,0,3,1,0,0
0,Non-Travel,177,Research & Development,Non-Degree,Medical,1141,Good,Junior,Male,Gen X,Short Distance,37,Asisten Manager,Healthcare Representative,Divorced,13577,25592,1,Yes,15,High,1,3,9,15,0
0,Travel_Rarely,406,Sales,Non-Degree,Marketing,1142,Better,Senior,Male,Gen Y,Short Distance,52,Asisten Manager,Manager,Married,17465,15596,3,No,12,Medium,1,3,9,4,9
0,Non-Travel,210,Sales,Non-Degree,Marketing,1143,Better,Junior,Male,Gen Z,Short Distance,73,Asisten Supervisor,Sales Executive,Married,6349,22107,0,Yes,13,High,1,0,4,1,4
0,Travel_Frequently,364,Research & Development,S1,Medical,1144,Better,Expert,Female,Gen Y,Long Distance,83,Manager,Manager,Single,18061,13035,3,No,22,Medium,0,4,0,0,0
0,Travel_Rarely,1136,Research & Development,S2,Medical,1145,Better,Expert,Male,Gen X,Short Distance,81,Asisten Manager,Research Director,Divorced,14732,12414,2,No,13,High,2,4,7,0,0
0,Travel_Rarely,1291,Sales,S1,Medical,1146,Better,Junior,Female,Gen Z,Medium Distance,98,Entry Level,Sales Representative,Married,2534,6527,8,No,14,High,1,4,0,0,0
0,Travel_Rarely,735,Sales,Non-Degree,Medical,1147,Good,Junior,Female,Millennials,Short Distance,75,Asisten Supervisor,Sales Executive,Married,8103,16495,3,Yes,12,High,0,3,2,0,1
0,Travel_Rarely,760,Sales,S2,Marketing,1148,Better,Junior,Female,Gen Z,Short Distance,81,Asisten Supervisor,Sales Executive,Married,4779,3698,1,Yes,20,Low,0,2,7,7,5
0,Travel_Rarely,462,Sales,Diploma,Medical,1149,Good,Junior,Female,Gen Y,Medium Distance,68,Asisten Supervisor,Sales Executive,Single,6244,7824,7,No,17,Medium,0,6,4,0,3
0,Travel_Rarely,155,Research & Development,Diploma,Life Sciences,1150,Good,Junior,Female,Gen X,Short Distance,67,Asisten Supervisor,Research Scientist,Married,2897,22474,3,No,11,Medium,2,6,3,2,3
1,Travel_Rarely,992,Research & Development,S1,Technical Degree,1151,Good,Junior,Male,Gen Z,Short Distance,85,Entry Level,Research Scientist,Single,2058,19757,0,No,14,High,0,1,2,1,5
0,Travel_Frequently,238,Research & Development,Diploma,Life Sciences,1152,Better,Junior,Female,Millennials,Short Distance,47,Entry Level,Research Scientist,Single,2432,15318,3,Yes,14,Low,0,2,1,0,3
0,Travel_Rarely,942,Research & Development,Non-Degree,Life Sciences,1153,Good,Junior,Female,Gen Z,Medium Distance,69,Entry Level,Research Scientist,Married,2168,26933,0,Yes,18,Medium,1,2,4,1,3
0,Travel_Rarely,703,Sales,S2,Marketing,1154,Better,Senior,Male,Gen Y,Medium Distance,42,Asisten Supervisor,Sales Executive,Single,4960,11825,2,No,12,High,0,2,7,1,7
0,Travel_Frequently,116,Research & Development,S1,Other,1155,Better,Junior,Female,Millennials,Medium Distance,77,Entry Level,Laboratory Technician,Married,2743,7331,1,No,20,Medium,1,2,2,2,2
1,Travel_Rarely,1448,Sales,Non-Degree,Technical Degree,1156,Better,Junior,Female,Gen Z,Short Distance,62,Entry Level,Sales Representative,Single,3202,21972,1,Yes,16,Low,0,4,3,1,4
0,Travel_Rarely,404,Research & Development,S2,Technical Degree,1157,Better,Junior,Female,Millennials,Short Distance,98,Asisten Supervisor,Healthcare Representative,Single,6687,6163,1,No,11,High,0,2,11,4,11
0,Travel_Rarely,799,Research & Development,S1,Technical Degree,1158,Better,Mid-level,Female,Millennials,Short Distance,59,Supervisor,Manufacturing Director,Single,7491,23848,4,No,17,High,0,3,5,1,2
0,Non-Travel,976,Sales,S2,Marketing,1159,Better,Junior,Male,Millennials,Long Distance,100,Asisten Supervisor,Sales Executive,Married,4465,12069,0,No,18,Medium,0,2,2,2,2
0,Travel_Rarely,1130,Sales,S2,Marketing,1160,Better,Junior,Female,Gen Z,Short Distance,56,Asisten Supervisor,Sales Executive,Married,6214,3415,1,No,18,Low,1,3,7,0,7
0,Travel_Rarely,992,Research & Development,S1,Medical,1161,Good,Junior,Male,Millennials,Short Distance,68,Entry Level,Laboratory Technician,Single,2450,21731,1,No,19,Medium,0,3,0,1,2
0,Travel_Rarely,269,Research & Development,S1,Medical,1162,Good,Junior,Female,Gen Y,Short Distance,56,Entry Level,Laboratory Technician,Divorced,2593,8007,0,Yes,11,Medium,1,4,6,7,8
0,Travel_Rarely,495,Research & Development,S1,Medical,1163,Better,Junior,Male,Millennials,Short Distance,64,Supervisor,Manager,Single,11244,21072,2,No,25,High,0,5,2,0,0
0,Travel_Rarely,243,Sales,S2,Marketing,1164,Better,Junior,Female,Millennials,Short Distance,46,Asisten Supervisor,Sales Executive,Single,4028,7791,0,No,20,High,0,2,7,0,5
0,Travel_Rarely,1224,Sales,S2,Life Sciences,1165,Better,Junior,Female,Millennials,Short Distance,55,Asisten Supervisor,Sales Executive,Married,5204,13586,1,Yes,11,High,0,2,8,0,9
0,Travel_Rarely,1091,Research & Development,Diploma,Technical Degree,1166,Good,Senior,Female,Gen Y,Short Distance,90,Asisten Manager,Healthcare Representative,Single,13964,17810,7,Yes,12,High,0,2,1,0,7
0,Travel_Rarely,1179,Sales,S1,Medical,1167,Better,Junior,Male,Gen Y,Short Distance,73,Asisten Supervisor,Sales Executive,Married,7847,6069,1,Yes,17,High,1,3,9,8,8
0,Travel_Rarely,216,Sales,S2,Marketing,1168,Better,Junior,Male,Millennials,Short Distance,75,Asisten Supervisor,Sales Executive,Divorced,9725,12278,0,No,11,High,1,2,1,0,9
0,Non-Travel,953,Research & Development,S2,Technical Degree,1169,Better,Junior,Male,Millennials,Short Distance,65,Entry Level,Research Scientist,Single,2718,17674,2,No,14,Medium,0,3,7,0,7
0,Travel_Frequently,580,Sales,S2,Life Sciences,1170,Better,Junior,Male,Millennials,Short Distance,48,Supervisor,Sales Executive,Married,10475,23772,5,Yes,21,Medium,1,2,13,1,12
0,Travel_Frequently,1490,Research & Development,Diploma,Life Sciences,1171,Better,Junior,Male,Millennials,Short Distance,42,Entry Level,Laboratory Technician,Married,1702,12106,1,Yes,23,High,1,3,0,0,0
0,Non-Travel,443,Research & Development,S1,Medical,1172,Good,Junior,Male,Gen Z,Short Distance,50,Entry Level,Research Scientist,Married,1706,16571,1,No,11,High,3,6,0,0,0
0,Travel_Frequently,754,Sales,S2,Marketing,1173,Better,Junior,Male,Millennials,Long Distance,63,Asisten Supervisor,Sales Executive,Married,5617,21075,1,Yes,11,Medium,0,4,7,0,8
0,Non-Travel,1327,Sales,Diploma,Life Sciences,1174,Good,Junior,Male,Millennials,Short Distance,39,Asisten Supervisor,Sales Executive,Married,5249,19682,3,No,18,Very High,1,0,7,7,5
0,Travel_Rarely,1482,Research & Development,S3,Life Sciences,1175,Better,Senior,Male,Gen Y,Short Distance,42,Manager,Research Director,Married,18300,16375,4,No,11,High,1,2,2,1,1
0,Travel_Rarely,1084,Research & Development,S1,Technical Degree,1176,Good,Junior,Male,Millennials,Long Distance,54,Asisten Supervisor,Manufacturing Director,Married,6261,4185,3,No,18,High,1,3,7,1,7
0,Travel_Rarely,438,Research & Development,S1,Life Sciences,1177,Good,Junior,Female,Gen Z,Medium Distance,75,Entry Level,Research Scientist,Single,2632,23910,1,No,14,Medium,0,4,4,0,4
0,Travel_Frequently,773,Research & Development,S1,Life Sciences,1178,Good,Junior,Male,Gen Z,Short Distance,39,Entry Level,Research Scientist,Divorced,2703,22088,1,Yes,14,High,1,2,1,0,2
0,Travel_Rarely,798,Research & Development,S2,Medical,1179,Good,Junior,Female,Gen Z,Short Distance,66,Entry Level,Research Scientist,Divorced,2187,5013,0,No,12,Medium,2,5,3,0,3
0,Travel_Rarely,991,Human Resources,Diploma,Life Sciences,1180,Better,Junior,Female,Gen Y,Short Distance,44,Entry Level,Human Resources,Single,3423,22957,6,No,12,Medium,0,3,6,5,7
1,Non-Travel,1479,Sales,S1,Life Sciences,1181,Better,Expert,Female,Millennials,Long Distance,100,Asisten Manager,Sales Executive,Single,13194,17071,4,Yes,16,Medium,0,2,0,0,0
0,Travel_Rarely,282,Research & Development,Diploma,Medical,1182,Good,Junior,Female,Gen X,Short Distance,58,Manager,Manager,Married,19187,6992,4,No,14,High,1,5,9,9,11
0,Travel_Rarely,1349,Research & Development,S1,Life Sciences,1183,Good,Junior,Female,Gen Z,Long Distance,90,Entry Level,Research Scientist,Divorced,2886,3032,1,No,22,Medium,2,3,2,0,2
0,Travel_Frequently,636,Research & Development,S2,Other,1184,Better,Junior,Male,Millennials,Short Distance,47,Entry Level,Laboratory Technician,Married,2376,26537,1,No,13,High,1,2,2,2,2
0,Travel_Rarely,622,Research & Development,S2,Life Sciences,1185,Better,Junior,Female,Gen Y,Short Distance,81,Asisten Supervisor,Healthcare Representative,Married,4089,5718,1,No,13,High,2,4,2,2,2
0,Travel_Rarely,107,Sales,S1,Technical Degree,1186,Better,Junior,Female,Millennials,Short Distance,84,Asisten Supervisor,Sales Executive,Divorced,6852,11591,7,No,12,Medium,1,2,1,1,3
0,Travel_Rarely,1181,Research & Development,Non-Degree,Medical,1187,Better,Junior,Female,Gen Z,Short Distance,79,Entry Level,Laboratory Technician,Single,1483,16102,1,No,14,Medium,0,3,0,0,0
0,Non-Travel,697,Research & Development,S1,Medical,1188,Better,Junior,Female,Millennials,Short Distance,40,Supervisor,Research Director,Married,11031,26862,4,No,20,High,1,2,7,4,8
1,Non-Travel,592,Research & Development,S1,Life Sciences,1189,Better,Mid-level,Female,Millennials,Short Distance,54,Entry Level,Laboratory Technician,Single,3646,17181,2,Yes,23,Low,0,2,0,0,0
0,Travel_Rarely,311,Research & Development,S1,Life Sciences,1190,Better,Junior,Male,Millennials,Medium Distance,89,Asisten Supervisor,Laboratory Technician,Divorced,4197,18624,1,No,11,Medium,1,2,8,0,2
0,Travel_Rarely,1490,Research & Development,S2,Life Sciences,1191,Better,Expert,Male,Gen Y,Short Distance,35,Supervisor,Healthcare Representative,Divorced,10466,20948,3,No,14,Medium,2,3,7,0,7
0,Travel_Rarely,959,Research & Development,S1,Life Sciences,1192,Better,Junior,Female,Gen Z,Short Distance,83,Entry Level,Research Scientist,Single,2836,11757,1,No,13,High,0,0,0,0,0
0,Travel_Rarely,906,Sales,S1,Life Sciences,1193,Good,Junior,Male,Millennials,Short Distance,91,Asisten Supervisor,Sales Executive,Married,5484,16985,1,No,14,High,1,3,8,4,8
0,Non-Travel,635,Sales,S2,Medical,1194,Good,Junior,Male,Millennials,Short Distance,32,Supervisor,Sales Executive,Single,9980,15318,1,No,14,High,0,3,3,9,7
0,Travel_Frequently,394,Sales,Diploma,Life Sciences,1195,Better,Junior,Male,Gen Y,Long Distance,92,Asisten Manager,Manager,Married,16959,19494,1,Yes,12,High,2,3,12,4,12
0,Travel_Frequently,575,Research & Development,Diploma,Life Sciences,1196,Good,Junior,Female,Gen Z,Short Distance,71,Entry Level,Laboratory Technician,Divorced,4364,5288,3,No,14,Medium,1,2,2,2,0
1,Travel_Rarely,1420,Sales,Non-Degree,Marketing,1197,Better,Junior,Male,Gen Z,Short Distance,85,Entry Level,Sales Representative,Divorced,3041,16346,0,No,11,Medium,1,3,3,0,2
0,Travel_Frequently,1474,Research & Development,Diploma,Other,1198,Better,Mid-level,Male,Gen Y,Short Distance,97,Entry Level,Laboratory Technician,Married,2093,9260,4,No,17,High,1,4,2,2,0
0,Travel_Rarely,1326,Sales,S1,Other,1199,Good,Junior,Male,Millennials,Short Distance,81,Asisten Supervisor,Sales Executive,Single,4759,15891,3,No,18,High,0,2,9,3,12
1,Travel_Rarely,267,Sales,S2,Marketing,1200,Better,Junior,Male,Gen X,Medium Distance,85,Asisten Manager,Sales Executive,Single,13695,9277,6,Yes,17,Medium,0,2,7,3,8
0,Travel_Rarely,1265,Research & Development,S1,Life Sciences,1201,Better,Senior,Female,Gen Y,Short Distance,95,Asisten Supervisor,Laboratory Technician,Married,5231,23726,2,Yes,13,High,1,1,3,1,3
0,Travel_Frequently,878,Sales,S2,Life Sciences,1202,Better,Mid-level,Male,Gen Y,Short Distance,94,Asisten Supervisor,Sales Executive,Divorced,6728,14255,7,No,12,High,2,3,3,0,1
0,Travel_Frequently,970,Sales,S1,Life Sciences,1203,Better,Junior,Female,Millennials,Short Distance,30,Asisten Supervisor,Sales Executive,Married,4302,13401,0,No,17,High,1,3,2,0,2
0,Travel_Rarely,1358,Research & Development,Non-Degree,Life Sciences,1204,Better,Junior,Male,Gen Z,Long Distance,67,Entry Level,Laboratory Technician,Divorced,2693,13335,1,No,22,High,1,2,0,0,0
0,Travel_Rarely,982,Research & Development,S2,Medical,1205,Good,Junior,Male,Millennials,Short Distance,58,Entry Level,Laboratory Technician,Married,2258,16340,6,No,12,High,1,2,0,1,7
0,Travel_Rarely,647,Sales,S2,Marketing,1206,Better,Junior,Male,Gen Y,Short Distance,45,Asisten Supervisor,Sales Executive,Single,5155,2253,7,No,13,Medium,0,3,4,1,5
0,Travel_Frequently,1469,Research & Development,S2,Medical,1207,Better,Junior,Male,Millennials,Short Distance,35,Entry Level,Research Scientist,Divorced,3617,25063,8,Yes,14,High,1,2,1,0,0
0,Travel_Rarely,304,Sales,S1,Other,1208,Better,Junior,Male,Millennials,Short Distance,60,Asisten Supervisor,Sales Executive,Single,6274,18686,1,No,22,High,0,5,5,1,4
0,Travel_Rarely,1099,Research & Development,S2,Life Sciences,1209,Good,Junior,Male,Gen Y,Long Distance,88,Asisten Manager,Manager,Married,17046,9314,0,No,15,Medium,1,2,10,15,7
0,Travel_Rarely,1316,Research & Development,S1,Medical,1210,Good,Junior,Male,Gen Y,Long Distance,83,Entry Level,Research Scientist,Single,3452,9752,5,No,13,High,0,2,5,0,3
1,Travel_Rarely,156,Sales,S1,Life Sciences,1211,Better,Junior,Female,Gen Z,Medium Distance,90,Entry Level,Sales Representative,Single,2716,25422,1,No,15,High,0,0,0,0,0
0,Travel_Rarely,1017,Research & Development,Diploma,Medical,1212,Good,Senior,Female,Millennials,Short Distance,83,Entry Level,Research Scientist,Married,3920,18697,2,No,14,Low,1,2,1,0,2
0,Travel_Frequently,508,Sales,S1,Marketing,1213,Good,Junior,Male,Millennials,Short Distance,46,Asisten Supervisor,Sales Executive,Single,4682,4317,3,No,14,High,0,6,7,0,1
0,Travel_Rarely,1276,Research & Development,Non-Degree,Medical,1214,Good,Junior,Female,Millennials,Short Distance,59,Entry Level,Laboratory Technician,Divorced,1129,17536,1,Yes,11,High,3,4,0,0,0
0,Travel_Frequently,459,Research & Development,Diploma,Life Sciences,1215,Good,Junior,Male,Gen Z,Long Distance,73,Entry Level,Research Scientist,Single,2439,14753,1,Yes,24,High,0,3,0,1,0
0,Travel_Rarely,202,Research & Development,Diploma,Other,1216,Good,Junior,Female,Gen Y,Short Distance,33,Asisten Manager,Manager,Married,16752,12982,1,Yes,11,High,1,3,14,3,0
1,Travel_Frequently,448,Sales,S2,Life Sciences,1217,Better,Junior,Male,Gen Z,Medium Distance,74,Entry Level,Sales Representative,Married,2033,14470,1,No,18,Medium,1,2,0,0,0
0,Travel_Rarely,608,Research & Development,Diploma,Life Sciences,1218,Better,Junior,Female,Gen Z,Short Distance,68,Supervisor,Manufacturing Director,Married,7412,6009,1,No,11,Medium,0,3,7,0,7
0,Travel_Rarely,431,Research & Development,S2,Medical,1219,Good,Mid-level,Female,Gen X,Short Distance,68,Asisten Supervisor,Research Scientist,Married,6854,15696,4,No,15,High,1,2,1,1,7
0,Non-Travel,881,Research & Development,S2,Life Sciences,1220,Better,Junior,Male,Gen Y,Short Distance,98,Asisten Manager,Manager,Divorced,17924,4544,1,No,11,Medium,1,3,6,14,7
1,Travel_Rarely,805,Research & Development,Diploma,Life Sciences,1221,Good,Junior,Female,Gen Z,Short Distance,36,Entry Level,Laboratory Technician,Married,2319,6689,1,Yes,11,Medium,1,1,0,0,0
0,Travel_Rarely,329,Sales,S2,Marketing,1222,Good,Mid-level,Female,Millennials,Medium Distance,98,Asisten Supervisor,Sales Executive,Married,5647,13494,4,No,13,Low,2,3,2,0,2
0,Travel_Rarely,1339,Research & Development,S1,Life Sciences,1223,Better,Expert,Male,Gen Y,Short Distance,59,Supervisor,Research Scientist,Divorced,9724,18787,2,No,17,Medium,1,2,0,0,0
1,Travel_Frequently,562,Sales,Diploma,Technical Degree,1224,Better,Senior,Male,Gen Y,Short Distance,50,Asisten Supervisor,Sales Executive,Married,6796,23452,3,Yes,14,Medium,1,4,3,1,3
0,Non-Travel,105,Research & Development,S1,Life Sciences,1225,Good,Senior,Male,Millennials,Short Distance,87,Manager,Manager,Single,19431,15302,2,No,13,High,0,3,0,1,3
0,Travel_Rarely,954,Sales,S1,Marketing,1226,Better,Junior,Male,Gen Z,Short Distance,44,Asisten Supervisor,Sales Executive,Single,4105,5099,1,No,14,High,0,5,7,0,7
0,Travel_Frequently,827,Research & Development,S2,Other,1227,Better,Junior,Female,Millennials,Short Distance,84,Asisten Supervisor,Healthcare Representative,Married,5488,20161,1,Yes,13,Medium,1,2,5,1,2
0,Travel_Rarely,150,Research & Development,S2,Technical Degree,1228,Good,Mid-level,Male,Gen Y,Short Distance,60,Asisten Supervisor,Manufacturing Director,Divorced,7379,17433,2,No,11,High,1,3,3,1,4
0,Travel_Frequently,1297,Research & Development,Diploma,Life Sciences,1229,Good,Junior,Female,Gen Z,Short Distance,53,Entry Level,Laboratory Technician,Single,2379,19826,0,Yes,14,High,0,3,4,0,2
0,Travel_Rarely,478,Research & Development,S1,Medical,1230,Good,Veteran,Male,Gen X,Short Distance,60,Manager,Research Director,Married,19038,19805,8,No,12,Medium,3,2,0,0,0
0,Travel_Rarely,397,Human Resources,S2,Medical,1231,Better,Mid-level,Male,Gen X,Medium Distance,88,Supervisor,Human Resources,Married,10725,6729,2,No,15,Medium,1,1,7,7,1
0,Travel_Rarely,249,Sales,Diploma,Marketing,1232,Better,Junior,Female,Gen Y,Short Distance,35,Asisten Supervisor,Sales Executive,Married,4537,17783,0,Yes,22,Medium,1,2,6,7,7
0,Travel_Rarely,1216,Sales,S2,Marketing,1233,Better,Junior,Male,Millennials,Short Distance,39,Asisten Supervisor,Sales Executive,Divorced,7104,20431,0,No,12,High,0,3,0,1,2
0,Travel_Rarely,607,Research & Development,S1,Life Sciences,1234,Better,Junior,Female,Millennials,Short Distance,66,Supervisor,Manufacturing Director,Married,10685,23457,1,Yes,20,High,1,2,14,5,15
0,Non-Travel,439,Research & Development,S1,Life Sciences,1235,Good,Junior,Male,Millennials,Short Distance,70,Asisten Supervisor,Laboratory Technician,Single,6782,8770,9,No,15,Medium,0,2,4,0,3
0,Travel_Rarely,688,Research & Development,S2,Life Sciences,1236,Better,Mid-level,Male,Millennials,Long Distance,82,Asisten Supervisor,Healthcare Representative,Divorced,5745,18899,9,No,14,High,1,2,2,1,2
0,Travel_Rarely,685,Sales,S3,Marketing,1237,Better,Junior,Male,Gen X,Long Distance,60,Manager,Manager,Married,19586,23037,1,No,21,High,1,3,6,2,13
0,Travel_Rarely,1082,Sales,S2,Life Sciences,1238,Good,Junior,Female,Gen X,Short Distance,41,Supervisor,Sales Executive,Married,10686,8392,6,No,11,Medium,1,4,4,7,0
0,Travel_Rarely,1305,Research & Development,S2,Life Sciences,1239,Good,Senior,Male,Millennials,Short Distance,49,Asisten Supervisor,Manufacturing Director,Single,4197,21123,2,Yes,12,High,0,2,0,0,1
0,Travel_Rarely,805,Research & Development,S1,Life Sciences,1240,Good,Junior,Male,Gen Z,Short Distance,87,Entry Level,Laboratory Technician,Single,3033,12828,1,No,12,Low,0,2,2,1,2
0,Travel_Frequently,720,Research & Development,S2,Medical,1241,Good,Mid-level,Male,Millennials,Medium Distance,51,Asisten Supervisor,Laboratory Technician,Single,5094,11983,6,No,14,Medium,0,6,0,0,0
0,Travel_Frequently,237,Sales,S1,Life Sciences,1242,Better,Junior,Male,Gen X,Short Distance,83,Manager,Manager,Divorced,19847,19196,4,Yes,24,Medium,1,5,10,11,10
1,Travel_Frequently,658,Research & Development,S1,Life Sciences,1243,Good,Junior,Male,Millennials,Short Distance,66,Asisten Supervisor,Laboratory Technician,Single,6074,22887,1,Yes,24,Medium,0,3,7,0,6
0,Travel_Rarely,401,Research & Development,S1,Life Sciences,1244,Good,Junior,Female,Millennials,Short Distance,86,Entry Level,Laboratory Technician,Married,3294,3708,5,No,17,Medium,1,2,4,0,2
0,Travel_Rarely,319,Research & Development,S1,Medical,1245,Better,Junior,Male,Gen Y,Long Distance,56,Supervisor,Manufacturing Director,Married,7406,6950,1,Yes,21,High,1,5,9,5,8
0,Non-Travel,1180,Research & Development,Diploma,Medical,1246,Better,Mid-level,Male,Millennials,Short Distance,90,Asisten Supervisor,Manufacturing Director,Divorced,5762,24442,2,No,14,High,1,6,7,1,7
0,Travel_Rarely,428,Sales,S1,Marketing,1247,Good,Junior,Female,Gen Z,Short Distance,52,Entry Level,Sales Representative,Single,2760,14630,1,No,13,Medium,0,3,2,2,2
0,Travel_Rarely,590,Research & Development,S1,Technical Degree,1248,Good,Junior,Female,Gen Z,Short Distance,91,Entry Level,Research Scientist,Divorced,2109,10007,1,No,13,Medium,1,2,0,0,0
0,Non-Travel,990,Research & Development,S1,Technical Degree,1249,Good,Junior,Male,Gen Z,Short Distance,64,Entry Level,Research Scientist,Divorced,1274,7152,1,No,13,Medium,2,2,0,0,0
